Time,Message
0.0,0.0
0.009120374587753919,0.012658227848101266
0.018176355959973557,0.012658227848101266
0.027271697170432933,0.012658227848101266
0.03637653155773647,0.02531645569620253
0.04544859497839988,0.02531645569620253
0.05454810841840835,0.02531645569620253
0.06365077541373833,0.0379746835443038
0.07274842489664954,0.0379746835443038
0.08184917375008292,0.0379746835443038
0.09092196324705748,0.05063291139240506
0.10002961524392663,0.05063291139240506
0.10912050246388036,0.06329113924050633
0.11819270676502205,0.06329113924050633
0.1272856313334309,0.06329113924050633
0.13639110510136665,0.0759493670886076
0.14544461564673644,0.0759493670886076
0.1545426877710825,0.08860759493670886
0.16364356666803428,0.08860759493670886
0.17273226482209472,0.10126582278481013
0.18183406486063527,0.10126582278481013
0.19094430689091285,0.11392405063291139
0.20000500234067498,0.11392405063291139
0.2091126218266645,0.12658227848101267
0.2181956847615937,0.13924050632911392
0.22727275485771603,0.13924050632911392
0.23637476079849407,0.1518987341772152
0.2454709256179034,0.1518987341772152
0.25453967292884727,0.16455696202531644
0.26362899962658004,0.16455696202531644
0.2727332921658902,0.17721518987341772
0.28182490546215505,0.189873417721519
0.29090838020155924,0.189873417721519
0.30000558536911587,0.20253164556962025
0.3090832298241112,0.21518987341772153
0.3181967012684293,0.21518987341772153
0.32730504683073003,0.22784810126582278
0.3363551545707013,0.24050632911392406
0.3454555783153387,0.24050632911392406
0.3545482427967107,0.25316455696202533
0.36366780461247455,0.26582278481012656
0.37275227635218655,0.26582278481012656
0.3818187045537187,0.27848101265822783
0.390915855536476,0.2911392405063291
0.40001846834700666,0.2911392405063291
0.409099634813959,0.3037974683544304
0.4182030929073593,0.31645569620253167
0.4272950746602597,0.31645569620253167
0.4363793730086138,0.3291139240506329
0.4454496158200194,0.34177215189873417
0.45456812645067607,0.34177215189873417
0.4636411977086072,0.35443037974683544
0.4727436262908201,0.3670886075949367
0.4818301895637866,0.379746835443038
0.4909191586418437,0.379746835443038
0.49999318355224315,0.3924050632911392
0.5091109247587492,0.4050632911392405
0.5181848087886705,0.4177215189873418
0.5272852000224282,0.4177215189873418
0.5363645783910024,0.43037974683544306
0.5454717318877176,0.4430379746835443
0.5545700640991005,0.45569620253164556
0.5636552727520835,0.46835443037974683
0.5727493352012785,0.46835443037974683
0.5818136718695561,0.4810126582278481
0.5909084170472227,0.4936708860759494
0.6000059364866156,0.5063291139240507
0.6091069129162062,0.5189873417721519
0.6181953834941094,0.5316455696202531
0.627287755377565,0.5443037974683544
0.636366732778624,0.5443037974683544
0.6454519847794465,0.5569620253164557
0.6545710914428959,0.569620253164557
0.6636352005350163,0.5822784810126582
0.6727380842695437,0.5949367088607594
0.6818233362703662,0.6075949367088608
0.6909223512102207,0.620253164556962
0.6999957800878275,0.6329113924050633
0.7091054802701117,0.6455696202531646
0.7181947202721655,0.6582278481012658
0.7272693845631971,0.6708860759493671
0.7363798541696319,0.6835443037974683
0.7454546918520215,0.6962025316455697
0.754564532914784,0.7088607594936709
0.763665552692214,0.7088607594936709
0.7727578378799906,0.7215189873417721
0.7818273979629247,0.7341772151898734
0.7909109702349676,0.7468354430379747
0.7999984871604024,0.759493670886076
0.8091093685713122,0.7721518987341772
0.8181887035920469,0.7848101265822784
0.8272786371595322,0.7848101265822784
0.8363844251993041,0.7974683544303798
0.8454629907958883,0.810126582278481
0.8545440163823623,0.8227848101265823
0.8636555805217437,0.8354430379746836
0.8727438235234897,0.8481012658227848
0.881817209053257,0.8607594936708861
0.8909380387933253,0.8607594936708861
0.9000032857662319,0.8734177215189873
0.9091028967388792,0.8860759493670886
0.9181927327737257,0.8987341772151899
0.9272750262845043,0.9113924050632911
0.9363893213377724,0.9240506329113924
0.9454501576680128,0.9367088607594937
0.9545659048739032,0.9367088607594937
0.9636581033660009,0.9493670886075949
0.972722082414603,0.9620253164556962
0.9818415033498885,0.9746835443037974
0.9909099363889963,0.9873417721518988
1.0,1.0
